0,"","","","","","","","","","","","",""
177,"NARCCAP, SRES A2, ANNUAL MAXIMUM NUMBER OF CONSECUTIVE DAYS TMAX > 95","Simulated difference in the mean annual maximum number of consecutive days with a maximum temperature greater than 95F (TMAX > 95F) for the Southwest region, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color only (category 1) indicates that less than 50% of the models show a statistically significant change in the number of consecutive days. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of consecutive days, and more than 67% agree on the sign of the change (see text). Mean annual maximum number of consecutive days with TMAX > 95F for the 1980-2000 reference period (bottom left). Simulated mean annual maximum number of consecutive days with TMAX > 95F for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that top and bottom color scales are different. Increases are largest in the south and smallest in areas of high elevation, with a pattern similar to the present-day climatology.","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
178,"NARCCAP summary statistics (temperature)","Multi-model means and standard deviations of the simulated annual mean change in select temperature variables from 9 NARCCAP simulations for the Southwest region. Multi-model means from the 11 Daily_CMIP3 simulations are also shown for comparison. Analyses are for the 2041-2070 time period with respect to the reference period of 1971-2000, for the high (A2) emissions scenario.","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","CMIP3, NARCCAP","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php, http://www.narccap.ucar.edu/data/index.html","","","",""
179,"NARCCAP, SRES A2, LENGTH OF FROST-FREE SEASON","Simulated difference in the mean annual length of the frost-free season for the Southwest region, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in in the length of the frost-free season, and more than 67% agree on the sign of the change (see text). Annual mean length of the frost-free season for the 1980-2000 reference period (bottom left). Simulated mean annual length of the frost-free season for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that top and bottom color scales are different. The length of the frost-freeze season is simulated to increase throughout the region, with the greatest changes in the west.","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
180,"NARCCAP, SRES A2, ANNUAL TOTAL COOLING DEGREE DAYS","Simulated difference in the mean annual number of cooling degree days for the Southwest region, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of cooling degree days, and more than 67% agree on the sign of the change (see text). Mean annual number of cooling degree days for the 1980-2000 reference period (bottom left). Simulated mean annual number of cooling degree days for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that top and bottom color scales are different. There are increases everywhere with the changes becoming larger from north to south.","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
181,"NARCCAP, SRES A2, ANNUAL TOTAL HEATING DEGREE DAYS","Simulated difference in the mean annual number of heating degree days for the Southwest region, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of heating degree days, and more than 67% agree on the sign of the change (see text). Mean annual number of heating degree days for the 1980-2000 reference period (bottom left). Simulated mean annual number of heating degree days for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. There are decreases everywhere with the largest changes in high elevation areas.","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
182,"CMIP3, MULTI-MODEL MEAN SIMULATION Precipitation Difference (%) from 1971-2000","Simulated difference in mean annual precipitation (%) for the Southwest region, for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. These projections are multi-model means from the 15 CMIP3 global climate simulations for the high (A2) and low (B1) emissions scenarios. Color only (category 1) indicates that less than 50% of the models show a statistically significant change in precipitation. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in precipitation, and more than 67% agree on the sign of the change. Whited out areas (category 2) indicate that more than 50% of the models show a statistically significant change in precipitation, but less than 67% agree of the sign of the change (see text). Generally, the models simulate increases in the far north, but decreases in the majority of the region.","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","CMIP3_TTest","","","","",""
183,"Model mean precipitation distribution summary (annual)","Distribution of the simulated annual mean change in precipitation (%) from the 15 CMIP3 models for the Southwest region. The lowest, 25th percentile, median, 75th percentile and highest values are given for the high (A2) and low (B1) emissions scenarios, and for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. Also shown are values from the distribution of the 9 NARCCAP models (NARCCAP) for 2041-2070, A2 only.","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","CMIP3, NARCCAP","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php, http://www.narccap.ucar.edu/data/index.html","","","",""
184,"NARCCAP, SRES A2, PRECIPITATION CHANGE","Simulated difference in mean annual and seasonal precipitation (%) for the Southwest region, for 2041-2070 with respect to the reference period of 1971-2000. These projections are multi-model means from 9 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that top and bottom color scales are unique, and different from that of Fig. 26. The annual change is upward in the far north and downward throughout the remainder of the region. Changes are mostly upward in winter, and downward in spring, summer, and fall.","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
185,"Model mean precipitation distribution summary (seasonal)","Distribution of the simulated seasonal mean change in precipitation (%) from the 15 CMIP3 models for the Southwest region. The lowest, 25th percentile, median, 75th percentile and highest values are given for the high (A2) and low (B1) emissions scenarios, and for the 2071-2099 time period with respect to the reference period of 1971-2000.","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
186,"Model mean precipitation scatterplot (annual)","Simulated annual mean precipitation change (%) for the Southwest region, for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. Values are given for all 15 CMIP3 models for the high (SRESA2) and low (SRESB1) emissions scenarios. Also shown for 2041-2070 (high emissions scenario only) are values for the 9 NARCCAP models (NARCCAP), as well as for the 4 GCMs used to drive the NARCCAP simulations (NARCCAP_GCMs). The small plus signs indicate each individual model and the circles depict the multi-model means. The range of model-simulated changes is very large compared to the mean changes and to differences between the A2 and B1 scenarios.","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","CMIP3, NARCCAP","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php, http://www.narccap.ucar.edu/data/index.html","","","",""
187,"Model mean precipitation scatterplot (seasonal)","Simulated seasonal mean precipitation change (%) for the Southwest region, for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. Values are given for all 15 CMIP3 models for the high (A2) emissions scenario. Also shown are values for the 9 NARCCAP models (NARCCAP) for 2041-2070. The small plus signs indicate each individual model and the circles depict the multi-model means. Seasons are indicated as follows: winter (DJF, December-January-February), spring (MAM, March-April-May), summer (JJA, June-July-August), and fall (SON, September-October-November). The range of model-simulated changes is large compared to the mean changes and to differences between the seasons.","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","CMIP3, NARCCAP","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php, http://www.narccap.ucar.edu/data/index.html","","","",""
188,"NARCCAP, SRES A2, ANNUAL NUMBER OF DAYS PRECIPITATION > 1 INCH","Simulated percentage difference in the mean annual number of days with precipitation of greater than one inch for the Southwest region, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color only (category 1) indicates that less than 50% of the models show a statistically significant change in the number of days. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of days, and more than 67% agree on the sign of the change. Whited out areas (category 2) indicate that more than 50% of the models show a statistically significant change in the number of days, but less than 67% agree of the sign of the change (see text). Mean annual number of days with precipitation of greater than one inch for the 1980-2000 reference period (bottom left). Simulated mean annual number of days with precipitation of greater than one inch for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. The models simulate decreases in the south and in high elevation areas, with increases across the remainder of the region. ","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
189,"NARCCAP, SRES A2, MAXIMUM CONSECUTIVE NUMBER OF DAYS PRECIP < 3MM","Simulated difference in the mean annual maximum number of consecutive days with precipitation of less than 0.1 inches/3 mm for the Southwest region, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color only (category 1) indicates that less than 50% of the models show a statistically significant change in the number of consecutive days. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of consecutive days, and more than 67% agree on the sign of the change (see text). Mean annual maximum number of consecutive days with precipitation of less than 0.1 inches/3 mm for the 1980-2000 reference period (bottom left). Simulated mean annual maximum number of consecutive days with precipitation of less than 0.1 inches/3 mm for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. The models simulate increases over the majority of the region, with the greatest changes in the south.","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
190,"NARCCAP summary statistics (precipitation)","Multi-model means and standard deviations of the simulated annual mean change in select precipitation variables from 9 NARCCAP simulations for the Southwest region. Multi-model means from the 11 Daily_CMIP3 simulations are also shown for comparison. Analyses are for the 2041-2070 time period with respect to the reference period of 1971-2000, for the high (A2) emissions scenario.","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","CMIP3, NARCCAP","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php, http://www.narccap.ucar.edu/data/index.html","","","",""
191,"Observed decadal mean annual temperature change ","Observed decadal mean annual temperature change (deviations from the 1901-1960 average, F) for the Southwest U.S. (black line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate the 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario. The observed rate of warming is within the envelope of model simulations.","Southwest","Observed, Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
192,"Observed decadal mean seasonal temperature change","Observed decadal mean temperature change (deviations from the 1901-1960 average, F) for the Southwest U.S. for winter (top left, blue line), spring (top right, green line), summer (bottom left red line), and fall (bottom right, orange line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario. The observed amount of 20th century warming is generally within the envelope of model simulations.","Southwest","Observed, Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
193,"Observed decadal mean annual precipitation change","Observed decadal mean annual precipitation change (deviations from the 1901-1960 average, %) for the Southwest U.S. (black line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate the 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario. Observed precipitation variations are within the model simulations.","Southwest","Observed, Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
194,"Observed decadal mean seasonal precipitation change","Observed decadal mean precipitation change (deviations from the 1901-1960 average, %) for the Southwest U.S. for winter (top left, blue line), spring (top right, green line), summer (bottom left red line), and fall (bottom right, orange line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario. Observed seasonal precipitation variations are within model simulations for all seasons.","Southwest","Observed, Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
195,"Time series of mean annual temperature simulated vs observational","Time series of mean annual temperature for the Southwest region from observations (blue) and from all available CMIP3 global climate model simulations (black and grey). Black represents the mean and grey indicates the 5 and 95% limits of the model simulations. Model mean and percentile limits were calculated for each year separately and then smoothed. Results are shown for the low (B1) emissions scenario (left) and the high (A2) emissions scenario (right). A total of 74 simulations of the 20th century were used. For the 21st century, there were 40 simulations for the high emissions scenario and 32 for the low emissions scenario. For each model simulation, the annual temperature values were first transformed into anomalies by subtracting the simulations 1901-1960 average from each annual value. Then, the mean bias between model and observations was removed by adding the observed 1901-1960 average to each annual anomaly value from the simulation. For each year, all available model simulations were used to calculate the multi-model mean and the 5th and 95th percentile bounds for that year. Then, the mean and 5th and 95th percentile values were smoothed with a 5-year moving boxcar average.","Southwest","Observed, Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
196,"Model temperature change scatterplot","Simulated decadal mean change in annual temperature (F) for the Southwest U.S. for each future decadal time period (represented by their approximate midpoints, e.g. 2015 = 2011-2020), with respect to the reference period of 2001-2010. Values are given for all 15 CMIP3 models for the high (A2, top) and low (B1, bottom) emissions scenarios. Large circles depict the multi-model means. Each individual model is represented by a black plus sign (+), or a red x if the value is statistically significant at the 95% confidence level. Blue lines indicate the 10th and 90th percentiles of 30 annual anomaly values from 1981-2010. The model simulated warming by 2015 is not statistically significant but by mid-21st century, all models simulate statistically significant warming.","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
197,"Model precipitation change scatterplot","Simulated decadal mean change in annual precipitation (%) for the Southwest U.S. for each future decadal time period (represented by their approximate midpoints, e.g. 2015 = 2011-2020), with respect to the reference period of 2001-2010. Values are given for all 15 CMIP3 models for the high (A2, top) and low (B1, bottom) emissions scenarios. Large circles depict the multi-model means. Each individual model is represented by a black plus sign (+), or a red x if the value is statistically significant at the 95% confidence level. Blue lines indicate the 10th and 90th percentiles of the 30 annual anomaly values from 1981-2010. Many models simulate precipitation changes that are not statistically significant out to the end of the 21st century. ","Southwest","Simulated","","CLIMATE OF THE U.S. GREAT PLAINS","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
198,"Projected greenhouse gas emissions and atmospheric CO2 concentrations","a) Global greenhouse gas (GHG) emissions (GtCO2-equivalent per year) from 2000 to 2100 for two of the SRES scenarios: A2 (red line) and B1 (blue line). Adapted from IPCC (2007) Fig. 3.1. b) Observed annual mean (black line) and projected atmospheric CO2 concentrations (ppm) for two of the SRES scenarios: A2 (red line) and B1 (blue line). Observations are measurements from the Mauna Loa Observatory, Hawaii, from 1958 to 2008. Projections are from two fast carbon cycle models the Bern Model and the Integrated Science Assessment Model (ISAM). Data from IPCC (2012). These graphs show that the CO2 concentrations are comparable under these two scenarios in the early part of the 21st century but diverge greatly by the end of the century.","Northwest","","Greenhouse gas emissions, CO2 concentrations","CLIMATE OF THE NORTHWEST U.S.","Laura Stevens","IPCC","","","","",""
199,"Average annual temperature","Average (1981-2010) annual temperature (F) based on National Weather Service Cooperative Observer stations. These stations are preferentially located at lower elevations and the map does not fully represent the full range of temperature, particularly at higher elevations.","Northwest","Observed","","CLIMATE OF THE NORTHWEST U.S.","Russell Vose","GHCN-D","ftp://ftp.ncdc.noaa.gov/pub/data/ghcn/daily/","","","",""
200,"Average annual precipitation","Average (1981-2010) annual precipitation (inches) based on National Weather Service Cooperative Observer stations. These stations are preferentially located at lower elevations and the map does not fully represent the full range of precipitation, particularly at higher elevations.","Northwest","Observed","","CLIMATE OF THE NORTHWEST U.S.","Russell Vose","GHCN-D","ftp://ftp.ncdc.noaa.gov/pub/data/ghcn/daily/","","","",""
201,"1895-2011 trends in temperature anomaly and precipitation anomaly","1895-2011 trends in temperature anomaly (F/decade) and precipitation anomaly (inches/decade) based on a new gridded version of the COOP data from the National Climatic Data Center (R. Vose, personal communication, June 06, 2011) for the Northwest U.S., for each season as well as the year as a whole. Only values statistically significant at the 95% confidence level are displayed. Statistical significance of trends was assessed using Kendalls tau coefficient. The test using tau is a non-parametric hypothesis test.","Northwest","Observed","","CLIMATE OF THE NORTHWEST U.S.","","Climate Division Database","ftp://ncdcftp/pub/upload/7days","","","",""
202,"Temperature Anomalies","Temperature anomaly (deviations from the 1901-1960 average, F) for annual (black), winter (blue), spring (green), summer (red), and fall (orange), for the Northwest U.S. Based on data from the National Climatic Data Center for the NWS Cooperative Observer Network. ","Northwest","Observed","","CLIMATE OF THE NORTHWEST U.S.","","Climate Division Database","ftp://ncdcftp/pub/upload/7days","","","",""
203,"Precipitation Anomalies","Precipitation anomaly (deviations from the 1901-1960 average, inches) for annual (black), winter (blue), spring (green), summer (red), and fall (orange), for the Northwest U.S. Based on data from the National Climatic Data Center for the NWS Cooperative Observer Network.","Northwest","Observed","","CLIMATE OF THE NORTHWEST U.S.","","Climate Division Database","ftp://ncdcftp/pub/upload/7days","","","",""
204,"Time series of cold waves","Time series of an index for the occurrence of cold waves defined as 4-day periods that are colder than the threshold for a 1 in 5 year recurrence, for the Northwest region. Based on data from the National Climatic Data Center for the NWS Cooperative Observer Network and updated from Kunkel et al. (1999). Only stations with less than 10% missing daily temperature data for the period 1895-2010 are used in this analysis. Events are first identified for each individual station by ranking all 4-day period mean temperature values and choosing the lowest non-overlapping N/5 events, where N is the number of years of data for that particular station. Then, event numbers for each year are averaged for all stations in each 1x1 grid box. Finally, a regional average is determined by averaging the values for the individual grid boxes. This regional average is the cold wave index. The overall trend is not statistically significant. The number of intense cold wave events has been low during the last 15 years.","Northwest","Observed","","CLIMATE OF THE NORTHWEST U.S.","","GHCN-D","ftp://ftp.ncdc.noaa.gov/pub/data/ghcn/daily/","","","",""
205,"Time series of heat waves","Time series of an index for the occurrence of heat waves defined as 4-day periods that are hotter than the threshold for a 1 in 5 year recurrence, for the Northwest region. Based on data from the National Climatic Data Center for the NWS Cooperative Observer Network and updated from Kunkel et al. (1999). Only stations with less than 10% missing daily temperature data for the period 1895-2010 are used in this analysis. Events are first identified for each individual station by ranking all 4-day period mean temperature values and choosing the lowest non-overlapping N/5 events, where N is the number of years of data for that particular station. Then, event numbers for each year are averaged for all stations in each 1x1 grid box. Finally, a regional average is determined by averaging the values for the individual grid boxes. This regional average is the heat wave index. The upward trend is not quite statistically significant. The most intense heat waves occurred in the 1930s and 2000s.","Northwest","Observed","","CLIMATE OF THE NORTHWEST U.S.","","GHCN-D","ftp://ftp.ncdc.noaa.gov/pub/data/ghcn/daily/","","","",""
206,"Time series of extreme precipitation","Time series of extreme precipitation index for the occurrence of 1-day, 1 in 5 year extreme precipitation, for the Northwest region. Based on data from the National Climatic Data Center for the NWS Cooperative Observer Network. Only stations with less than 10% missing daily precipitation data for the period 1895-2010 are used in this analysis. Events are first identified for each individual station by ranking all daily precipitation values and choosing the top N/5 events, where N is the number of years of data for that particular station. Then, event numbers for each year are averaged for all stations in each 1x1 grid box. Finally, a regional average is determined by averaging the values for the individual grid boxes. This regional average is the extreme precipitation index. The highest number of extreme events occurred in 1996.","Northwest","Observed","","CLIMATE OF THE NORTHWEST U.S.","","GHCN-D","ftp://ftp.ncdc.noaa.gov/pub/data/ghcn/daily/","","","",""
207,"Time series of growing season anomalies","Growing season anomalies shown as number of days per year. Length of the growing season is defined as the period between the last occurrence of 32F in the spring and first occurrence of 32F in the fall. Red line is a linear fit. Based on data from the National Climatic Data Center for the NWS Cooperative Observer Network and updated from Kunkel et al.(2004).","Northwest","Observed","","CLIMATE OF THE NORTHWEST U.S.","","GHCN-D","ftp://ftp.ncdc.noaa.gov/pub/data/ghcn/daily/","","","",""
208,"CMIP3 Models Listing","Listing of the 15 models used for the CMIP3 simulations (left column). The 11 models used in the daily statistically-downscaled (Daily_CMIP3) analyses are indicated (right column). For detailed characteristics and documentation of the CMIP3 models, see:http://www-pcmdi.llnl.gov/ipcc/model_documentation/ipcc_model_documentation.phpListing of the 15 models used for the CMIP3 simulations (left column). The 11 models used in the daily statistically-downscaled (Daily_CMIP3) analyses are indicated (right column). For detailed characteristics and documentation of the CMIP3 models, see:http://www-pcmdi.llnl.gov/ipcc/model_documentation/ipcc_model_documentation.php","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
209,"NARCCAP Models Listing","Combinations of the 4 GCMs and 6 RCMs that make up the 9 NARCCAP dynamically-downscaled model simulations. For detailed characteristics and documentation of the NARCCAP models, see:http://www.narccap.ucar.edu/data/model-info.html","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
210,"CMIP3, MULTI-MODEL MEAN SIMULATION Temperature Difference (F) from 1971-2000","Simulated difference in mean annual temperature (F) for the Northwest region, for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. These fields are multi-model means from the 15 CMIP3 global climate simulations for the high (A2) and low (B1) emissions scenarios. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in temperature, and more than 67% agree on the sign of the change (see text). Temperature changes increase throughout the 21st century, more rapidly for the high emissions scenario.","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","CMIP3_TTest","","","","",""
211,"NARCCAP, SRES A2, TEMPERATURE CHANGE","Simulated difference in annual and seasonal mean temperature (F) for the Northwest region, for 2041-2070 with respect to the reference period of 1971-2000. These fields are multi-model means from 9 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that the color scale is different from that of Fig. 10. Annual temperature changes for the NARCCAP simulations are similar to those for the CMIP3 global models (Fig. 10, middle left panel), but with greater warming in the southeastern portion of the region. Seasonal warming shows similar patterns in all seasons, with the greatest warming occurring in summer and winter.","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
212,"Model mean temperature scatterplot (annual)","Simulated annual mean temperature change (F) for the Northwest region, for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. Values are given for all 15 CMIP3 models for the high (SRESA2) and low (SRESB1) emissions scenarios. Also shown for 2041-2070 (high emissions scenario only) are values for the 9 NARCCAP models (NARCCAP), as well as for the 4 GCMs used to drive the NARCCAP simulations (NARCCAP_GCMs). The small plus signs indicate each individual model and the circles depict the multi-model means. The range of model-simulated changes is large compared to the mean differences between A2 and B1 in the early and middle 21st century. By the end of the 21st century, the difference between A2 and B1 is comparable to the range of B1 simulations.","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","CMIP3, NARCCAP","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php, http://www.narccap.ucar.edu/data/index.html","","","",""
213,"Model mean temperature scatterplot (seasonal)","Simulated seasonal temperature change (F) for the Northwest region, for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. Values are given for all 15 CMIP3 models for the high (A2) emissions scenario. The small plus signs indicate each individual model and the circles depict the multi-model means. Seasons are indicated as follows: winter (DJF, December-January-February), spring (MAM, March-April-May), summer (JJA, June-July-August), and fall (SON, September-October-November). The range of individual model-simulated changes is large compared to the differences among seasons and comparable to the differences between periods.","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
214,"Model mean temperature distribution summary (annual)","Distribution of the simulated annual mean change in temperature (F) from the 15 CMIP3 models for the Northwest region. The lowest, 25th percentile, median, 75th percentile and highest values are given for the high (A2) and low (B1) emissions scenarios, and for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000.","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
215,"NARCCAP, SRES A2, ANNUAL NUMBER OF DAYS TMAX > 95F","Simulated difference in the mean annual number of days with a maximum temperature greater than 95F (TMAX > 95F) for the Northwest region, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color only (category 1) indicates that less than 50% of the models show a statistically significant change in the number of days. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of days, and more than 67% agree on the sign of the change (see text). Mean annual number of days with TMAX > 95F for the 1980-2000 reference period (bottom left). Simulated mean annual number of days with TMAX > 95F for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that top and bottom color scales are different.. Increases are smallest at high elevations and largest in the southeastern portion of the region.","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
216,"NARCCAP, SRES A2, ANNUAL NUMBER OF DAYS TMIN < 10F","Simulated difference in the mean annual number of days with a minimum temperature less than 10F (TMIN < 10F) for the Northwest region, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color only (category 1) indicates that less than 50% of the models show a statistically significant change in the number of days. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of days, and more than 67% agree on the sign of the change (see text). Mean annual number of days with TMIN < 10F for the 1980-2000 reference period (bottom left). Simulated mean annual number of days with TMIN < 10F for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. Decreases are largest for inland areas, while coastal regions are simulated to experience almost no change. ","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
217,"NARCCAP, SRES A2, ANNUAL NUMBER OF DAYS TMIN < 32F","Simulated difference in the mean annual number of days with a minimum temperature less than 32F (TMIN < 32F) for the Northwest region, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of days, and more than 67% agree on the sign of the change (see text). Mean annual number of days with TMIN < 32F for the 1980-2000 reference period (bottom left). Simulated mean annual number of days with TMIN < 32F for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. Decreases are largest for inland areas, while coastal regions are simulated to experience almost no change. ?","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
